id,x,y,sourceRadius,targetRadius,color,sourceX,targetX,sourceY,targetY,index,vy,vx
2800930,791.351339825308,890.1923875082016,1,1,#9ccadd,300,900,600,900,5359,0.00139484197289656,-0.005669925005782106
2800960,739.3614787578273,973.584812856867,1,1,#b394c9,300,900,900,900,5360,0.004355289071959196,-0.008314678065193483
2800990,948.7286590874093,877.5781518455618,1,1,#b394c9,300,900,900,900,5361,-0.002783243070194909,0.0051751989393196635
2801020,887.2525034228005,188.10683253932072,1,1,#d5ece6,300,900,300,300,5362,-0.006279091563738898,-0.001115193953826854
2801050,958.6324525371654,391.3529693076943,2,1,#9ccadd,300,900,600,300,5363,0.0051132776007249406,0.0032096200169282815
2801090,869.1967102804699,1025.4988311818336,2,2,#b394c9,300,900,900,900,5364,0.009525209094303039,-0.0008361110956193122
2801100,850.1056410712674,285.8520496432472,1,1,#d5ece6,300,900,300,300,5365,0.002418117305686514,-0.0031701511827281286
2801110,930.8824299280235,637.7667512288492,1,1,#d5ece6,300,900,300,600,5366,0.0012595783186705744,0.004683284685448796
2801140,920.1547970862749,672.4055518202342,1,1,#b394c9,300,900,900,600,5367,0.006329578970747407,0.0015284001522493497
2801170,750.6403489513615,845.2566812780213,1,1,#b394c9,300,900,900,900,5368,-0.00023654736602168254,-0.008905417669639338
2801200,845.7978737788326,406.6815497173132,2,2,#b394c9,300,900,900,300,5369,0.006057839163207827,-0.0012271177808275424
2801220,819.4238901345699,959.9955237516417,2,1,#b394c9,300,900,900,900,5370,0.00003457056789232249,-0.019539105904795174
2801260,833.3543382692297,993.7037599393113,1,1,#b394c9,300,900,900,900,5371,0.007337551001054088,-0.004849041444885374
2801290,981.658482959581,947.4943312286638,2,2,#b394c9,300,900,900,900,5372,-0.0016570485013789355,0.015283577010651915
2801320,817.5641318005429,801.245180603694,3,4,#9ccadd,300,900,600,900,5373,-0.008995261857627378,-0.006588968790797896
2801360,930.4859226942832,393.7658491000447,1,1,#9ccadd,300,900,600,300,5374,0.0065486976659354925,0.002353138415169947
2801380,973.5961945815546,329.46575235846433,1,1,#d5ece6,300,900,300,300,5375,0.0017351622185708035,0.004889675631167384
2801410,865.4237478326602,699.015117807847,1,1,#b394c9,300,900,900,600,5376,0.005423116051002118,-0.0006160233756095992
2801440,854.3208602178013,537.4358518304376,1,1,#9ccadd,300,900,600,600,5377,-0.003767932989800487,-0.002941626393000797
2801470,941.2644595860652,893.3029173172746,1,1,#b394c9,300,900,900,900,5378,0.003663883275699697,0.006265467164860738
2801490,967.623663647715,967.2613644650694,1,1,#b394c9,300,900,900,900,5379,0.007091318345007955,0.00889021913480436
2801510,853.4689174415126,836.1645725743845,1,1,#9ccadd,300,900,600,900,5380,-0.0055048618922843625,-0.005514824434181759
2801530,830.897962979722,1045.5688467401244,1,1,#b394c9,300,900,900,900,5381,0.006236756399038749,-0.0011756767390014358
2801560,974.5793914309177,604.536058277651,2,2,#9ccadd,300,900,600,600,5382,-0.0009307381850395639,0.0036341583353742823
2801590,945.463884126919,682.3288154405635,1,1,#b394c9,300,900,900,600,5383,0.00455950035613076,0.0036042109722366888
2801620,825.8990902099592,385.3504363469111,2,2,#d5ece6,300,900,300,300,5384,0.004223508465347073,-0.0036230795612226746
2801650,944.4758052559743,377.7233627778513,2,1,#9ccadd,300,900,600,300,5385,0.004612807068958531,0.005194159171658056
2801680,1029.2726863690366,881.6022676604586,2,2,#b394c9,300,900,900,900,5386,0.0006774486953890839,0.007510594321149749
2801710,765.9991685256493,922.558866674141,2,2,#b394c9,300,900,900,900,5387,0.0029044137706125813,-0.01108075052337724
2801740,902.4539115669071,671.6674364489509,2,2,#d5ece6,300,900,300,600,5388,0.005533732633654893,0.0013366397306612287
2801770,896.2660107562482,839.504511613363,3,3,#9ccadd,300,900,600,900,5389,-0.006435591003056476,-0.00018600026317067557
2801800,859.1953238444312,412.94436973180643,2,2,#b394c9,300,900,900,300,5390,0.004975873257911269,-0.0014289142266553081
2801830,945.397392237762,260.73523816741647,1,1,#d5ece6,300,900,300,300,5391,-0.003962904322707078,0.0037328975009812727
2801860,909.865636767246,694.7835855336533,2,2,#b394c9,300,900,900,600,5392,0.004837718660679194,0.00017354051921815786
2801890,953.4518753187295,210.09782792701373,1,1,#d5ece6,300,900,300,300,5393,-0.004117749849771654,0.004000243781451356
2801950,864.9194632165058,203.54069637654666,1,1,#d5ece6,300,900,300,300,5394,-0.006794968817553505,-0.0016926563340127997
2801980,861.378487860921,292.0370482449257,2,1,#d5ece6,300,900,300,300,5395,0.001448818830852029,-0.004939209223753222
2802010,942.2188573025883,1014.8008981446128,1,1,#b394c9,300,900,900,900,5396,0.008647683136520395,0.004767687967018148
2802040,942.8598335670122,268.27598888639784,1,1,#d5ece6,300,900,300,300,5397,-0.002479868545294254,0.004798068258687706
2802100,790.7366609285751,621.8981965853949,2,2,#d5ece6,300,900,300,600,5398,0.0021221333571279457,-0.00547302350913564
2802160,1004.0029063822815,603.6179932127004,2,2,#d5ece6,300,900,300,600,5399,0.000014408033597165562,0.005736662211144853
2802190,961.7745071685581,386.2507579429762,4,4,#9ccadd,300,900,600,300,5400,0.005229220377580519,0.0036341284889322687
2802220,942.742371663698,337.56348497462994,1,1,#d5ece6,300,900,300,300,5401,0.004358180029450728,0.003354412787005076
2802250,839.648403573633,677.2015825658228,1,1,#9ccadd,300,900,600,600,5402,0.003993544691194759,-0.0014580619322776447
2802280,990.1367315943921,978.4666481847177,2,2,#9ccadd,300,900,600,900,5403,0.013859736014425526,0.010183456296574897
2802310,880.8893663074989,390.35361758083576,1,1,#9ccadd,300,900,600,300,5404,0.0059437437992781094,-0.0009362940563356233
2802340,758.6826861524703,987.5640011730621,1,1,#b394c9,300,900,900,900,5405,0.008009925274854668,-0.006495127844243551
2802370,754.191285767716,906.7704768961868,1,2,#b394c9,300,900,900,900,5406,0.0008077180441430958,-0.007401538093619486
2802400,958.5025051327464,787.2936394446784,2,2,#d5ece6,300,900,300,900,5407,-0.006233544407373256,0.007584034142558729
